1000;719750
2000;73291
3000;104458
4000;137958
5000;170583
6000;208292
7000;245125
8000;283125
9000;310584
10000;339458
11000;385250
12000;413583
13000;142333
14000;82375
15000;84916
16000;91625
17000;91333
18000;96334
19000;101500
20000;107750
21000;110917
22000;116125
23000;184625
24000;126083
25000;146625
26000;144167
27000;141292
28000;149459
29000;156333
30000;156917
31000;165250
32000;167958
33000;176875
34000;495916
35000;274125
36000;232292
37000;233666
38000;236209
39000;237625
40000;368209
41000;308542
42000;260583
43000;266666
44000;273375
45000;330708
46000;202750
47000;216958
48000;218584
49000;223375
50000;223959
51000;236417
52000;264250
53000;240167
54000;249750
55000;238416
56000;239250
57000;5649208
58000;342041
59000;241458
60000;205500
61000;137792
62000;121709
63000;120000
64000;149541
65000;295041
66000;135584
67000;135458
68000;136292
69000;188958
70000;260625
71000;147084
72000;155833
73000;148042
74000;150334
75000;253709
76000;223833
77000;191750
78000;163625
79000;158292
80000;163875
81000;173709
82000;320750
83000;308292
84000;395416
85000;370208
86000;440625
87000;394208
88000;408292
89000;394708
90000;433542
91000;400250
92000;420041
93000;451375
94000;437375
95000;438833
96000;444125
97000;484959
98000;436958
99000;426750
100000;469125
101000;448542
102000;464375
103000;467208
104000;493000
105000;472958
106000;1540083
107000;363500
108000;243750
109000;221167
110000;220084
111000;228000
112000;234666
113000;228416
114000;233208
115000;230125
116000;235459
117000;251083
118000;275583
119000;352250
120000;315250
121000;406750
122000;509667
123000;246291
124000;302708
125000;762875
126000;321041
127000;424375
128000;430042
129000;275084
130000;471125
131000;282041
132000;544667
133000;488084
134000;566166
135000;576709
136000;545292
137000;506208
138000;541458
139000;503250
140000;517583
141000;609375
142000;626417
143000;517625
144000;527375
145000;560542
146000;555042
147000;605083
148000;623708
149000;590958
150000;567500
151000;654708
152000;696667
153000;658292
154000;680792
155000;673167
156000;707750
157000;684792
158000;728417
159000;693583
160000;725167
161000;719916
162000;764500
163000;735584
164000;766042
165000;764666
166000;757375
167000;765667
168000;724292
169000;764875
170000;790875
171000;792458
172000;773916
173000;765417
174000;773875
175000;819750
176000;809208
177000;823584
178000;814292
179000;801125
180000;835917
181000;800542
182000;859000
183000;801917
184000;836000
185000;2648375
186000;549834
187000;518500
188000;591583
189000;489083
190000;471291
191000;645000
192000;583916
193000;500041
194000;493125
195000;735292
196000;516667
197000;484917
198000;571500
199000;636458
200000;502459
201000;509166
202000;678083
203000;510541
204000;595541
205000;626375
206000;510000
207000;728250
208000;543167
209000;674666
210000;549292
211000;626542
212000;539916
213000;580375
214000;644500
215000;553250
216000;613291
217000;532042
218000;626250
219000;523875
220000;627917
221000;563083
222000;681792
223000;540917
224000;766625
225000;539958
226000;676375
227000;558084
228000;663125
229000;568167
230000;631583
231000;585458
232000;609917
233000;712375
234000;578792
235000;674000
236000;572708
237000;637125
238000;1988291
239000;662500
240000;582417
241000;584084
242000;688291
243000;600958
244000;589167
245000;590708
246000;599375
247000;587125
248000;684583
249000;683500
250000;677584
251000;604750
252000;688833
253000;611292
254000;621708
255000;624375
256000;682291
257000;774833
258000;775750
259000;706500
260000;662000
261000;704167
262000;697625
263000;646750
264000;682291
265000;629041
266000;607875
267000;601791
268000;649667
269000;603417
270000;612625
271000;693208
272000;2259542
273000;689125
274000;678375
275000;611667
276000;597750
277000;592708
278000;582959
279000;607250
280000;665250
281000;676917
282000;778291
283000;683375
284000;655292
285000;722333
286000;678291
287000;654417
288000;659084
289000;1192959
290000;1080500
291000;1352125
292000;1363083
293000;1326792
294000;1386167
295000;1333667
296000;2354167
297000;735750
298000;675250
299000;647708
300000;649542
301000;696125
302000;640291
303000;634125
304000;728334
305000;724125
306000;800416
307000;710042
308000;724792
309000;792708
310000;715583
311000;711625
312000;918958
313000;762083
314000;909833
315000;891750
316000;933958
317000;912208
318000;896500
319000;808708
320000;2461875
321000;731084
322000;747458
323000;673125
324000;678541
325000;661500
326000;646917
327000;658209
328000;664250
329000;696958
330000;668417
331000;679375
332000;669750
333000;683958
334000;699250
335000;664667
336000;692125
337000;703000
338000;795667
339000;762750
340000;807917
341000;761750
342000;765958
343000;765541
344000;2093708
345000;733250
346000;705084
347000;707584
348000;726500
349000;727792
350000;706750
351000;700583
352000;702958
353000;710084
354000;719625
355000;735375
356000;736000
357000;733083
358000;729458
359000;737750
360000;733542
361000;757750
362000;848208
363000;792833
364000;797542
365000;809792
366000;796542
367000;826334
368000;2743833
369000;785042
370000;754125
371000;767125
372000;750958
373000;751791
374000;782916
375000;752125
376000;751375
377000;759125
378000;788833
379000;753125
380000;752875
381000;777542
382000;781458
383000;765208
384000;860875
385000;914334
386000;1002333
387000;893250
388000;859500
389000;846584
390000;886084
391000;853583
392000;2071333
393000;1859000
394000;1811875
395000;1815042
396000;1344542
397000;1185958
398000;1146375
399000;1081833
400000;961542
401000;962333
402000;842000
403000;933375
404000;1241083
405000;4205125
406000;1254417
407000;971542
408000;1093667
409000;972375
410000;1112792
411000;1067792
412000;914042
413000;992583
414000;1076625
415000;971750
416000;1035250
417000;1044625
418000;993750
419000;1009709
420000;988917
421000;1457041
422000;1467375
423000;1617667
424000;1610958
425000;1504667
426000;1574416
427000;1772709
428000;1802875
429000;1569708
430000;1218250
431000;1808583
432000;1731625
433000;1801416
434000;1455292
435000;1179167
436000;1062625
437000;1028167
438000;1056291
439000;938875
440000;917708
441000;947000
442000;4424500
443000;1074375
444000;933792
445000;940292
446000;1040000
447000;1024166
448000;1006667
449000;995209
450000;1013084
451000;1014916
452000;944583
453000;1001125
454000;996667
455000;957000
456000;1295875
457000;1741458
458000;1193666
459000;968250
460000;1147542
461000;1317000
462000;1299750
463000;1250291
464000;1163208
465000;1228292
466000;1272833
467000;1818166
468000;1267583
469000;1249667
470000;1215000
471000;1265500
472000;1389083
473000;953375
474000;960875
475000;1082500
476000;968250
477000;959958
478000;994625
479000;2778625
480000;1163417
481000;976084
482000;1035875
483000;1070875
484000;1031750
485000;1028083
486000;1079500
487000;1107292
488000;1109542
489000;1056333
490000;1089042
491000;1114250
492000;1035458
493000;1085792
494000;1122542
495000;1013333
496000;1093084
497000;1081083
498000;1149208
499000;1113125
500000;1142042
501000;1069041
502000;1144750
503000;1310500
504000;1135750
505000;1133916
506000;1144834
507000;1147250
508000;1147375
509000;1112667
510000;1061792
511000;1134667
512000;1228333
513000;1080375
514000;1091500
515000;1053625
516000;3765000
517000;1184416
518000;1138208
519000;1172708
520000;1176042
521000;1139333
522000;1113208
523000;1129292
524000;1140209
525000;1168459
526000;1545041
527000;1832583
528000;1284125
529000;1109375
530000;1104041
531000;1262166
532000;1146083
533000;1165083
534000;1312542
535000;1161166
536000;1164250
537000;1176000
538000;1730208
539000;1161042
540000;1171625
541000;1205125
542000;1192375
543000;1211042
544000;1215125
545000;2536000
546000;6882166
547000;5914750
548000;2786334
549000;5521334
550000;6333083
551000;5343875
552000;1672000
553000;1697209
554000;1806708
555000;1680583
556000;1763292
557000;1771417
558000;1275708
559000;1469750
560000;1160542
561000;1198375
562000;1184541
563000;1154542
564000;1225000
565000;1162083
566000;1121167
567000;1230625
568000;1297917
569000;1218084
570000;1725291
571000;2157708
572000;1240459
573000;1155625
574000;1367875
575000;1238709
576000;1725167
577000;2508709
578000;3083000
579000;3122875
580000;2494084
581000;4053875
582000;3174791
583000;3120042
584000;1432750
585000;1371416
586000;1300958
587000;1246708
588000;1430167
589000;1414292
590000;1352792
591000;1372833
592000;1199583
593000;1222458
594000;1209667
595000;1265625
596000;1224833
597000;1217042
598000;1316958
599000;1278541
600000;1198500
601000;1719375
602000;1502500
603000;1761500
604000;1957958
605000;2192166
606000;2071667
607000;1717250
608000;2091375
609000;1615541
610000;1607125
611000;1881792
612000;1921875
613000;1286916
614000;2349250
615000;7382375
616000;1399833
617000;1442750
618000;1334084
619000;1256291
620000;1323542
621000;1295708
622000;1250000
623000;1247250
624000;1234417
625000;1299250
626000;1270166
627000;1269167
628000;1278417
629000;1319458
630000;1264917
631000;1275042
632000;1294750
633000;1320542
634000;1380584
635000;1353000
636000;1360292
637000;1352625
638000;1365750
639000;1642375
640000;1417750
641000;1480541
642000;1454250
643000;1350459
644000;1369500
645000;1393416
646000;1330583
647000;2490834
648000;1442041
649000;1386375
650000;1385041
651000;1361750
652000;1430083
653000;1338875
654000;1357042
655000;1396500
656000;1315375
657000;1301875
658000;1308000
659000;1359583
660000;1371833
661000;1271708
662000;1302791
663000;1385334
664000;1301834
665000;1441000
666000;1303625
667000;1339417
668000;1373917
669000;1357750
670000;1366125
671000;1370458
672000;1370958
673000;1372250
674000;1377875
675000;1378417
676000;1389208
677000;1341041
678000;1383917
679000;2551958
680000;1370042
681000;1399250
682000;1401541
683000;1395333
684000;1410542
685000;1450375
686000;1543666
687000;1364666
688000;1428708
689000;1383666
690000;1425292
691000;1360292
692000;1389583
693000;1378125
694000;1385750
695000;1385750
696000;1398625
697000;1405750
698000;1403667
699000;1450375
700000;1420792
701000;1398791
702000;1419833
703000;1437375
704000;1452834
705000;1436417
706000;1434750
707000;1519334
708000;1400833
709000;1430875
710000;2312000
711000;1489417
712000;1387333
