100;520917
200;406000
300;931250
400;465625
500;334083
600;406416
700;555041
800;722375
900;913041
1000;1674625
1100;647417
1200;996958
1300;1340542
1400;994750
1500;1123042
1600;1294125
1700;1362709
1800;1708792
1900;2067584
2000;2062792
2100;2237709
2200;2442125
2300;2678542
2400;2929584
2500;3118625
2600;3362584
2700;3647750
2800;3936625
2900;4268250
3000;4532750
3100;4800083
3200;5132750
3300;5340708
3400;5750084
3500;6123833
3600;6480750
3700;6948542
3800;7237000
3900;7632500
4000;7990083
4100;8379666
4200;8850250
4300;9311083
4400;9727791
4500;10163417
4600;10668625
4700;11067500
4800;11586875
4900;12008875
5000;12475541
5100;12848167
5200;13459792
5300;14082708
5400;14562708
5500;15313750
5600;15828583
5700;16376917
5800;16748584
5900;17580166
6000;18019209
6100;18680833
6200;19178792
6300;19734959
6400;20624958
6500;21329750
6600;22041833
6700;22407709
6800;22313083
6900;22516875
7000;23666333
7100;23779875
7200;24786042
7300;26547583
7400;28430708
7500;29568875
7600;28913708
7700;29464875
7800;30231500
7900;32599041
8000;32276208
8100;32745041
8200;34474209
8300;35010042
8400;35426000
8500;36139417
8600;36692500
8700;37657125
8800;38752125
8900;39908834
9000;39854417
9100;38935625
9200;39834208
9300;40673333
9400;41548958
9500;42383417
9600;43275750
9700;44277334
9800;45132166
9900;45996125
10000;47440208
